source_record_key,survey_wave,hhid,year,country,region,positive_rate,sampled_member_count,wealth_index,water_source,water_minutes,head_age,female_head,electricity,poorwater,floor_material,wall_material,bednets
noria_2015:572,Noria 2015,02000251,2015,Noria,Region 4,0.750000,4,-2.152130,"river, dam, lake, pond, stream, canal or irrigation channel",43,51,1,0,1,dirt,natural,2
noria_2015:573,Noria 2015,02000252,2015,Noria,Region 1,0.000000,1,0.871490,public tap,13,47,0,1,0,cement,finished,2
noria_2015:574,Noria 2015,02000253,2015,Noria,Region 2,0.000000,2,0.561920,protected well,27,37,0,0,0,cement,finished,3
noria_2015:575,Noria 2015,02000254,2015,Noria,Region 3,0.666667,3,0.333300,unprotected well,35,45,0,1,1,cement,finished,2
noria_2015:576,Noria 2015,02000255,2015,Noria,Region 4,0.750000,4,0.058820,"river, dam, lake, pond, stream, canal or irrigation channel",13,50,0,1,1,cement,finished,2
noria_2015:577,Noria 2015,02000256,2015,Noria,Region 1,0.000000,1,0.298960,piped on premises,0,70,0,1,0,cement,finished,0
noria_2015:578,Noria 2015,02000257,2015,Noria,Region 2,0.000000,2,1.055350,piped on premises,0,44,0,0,0,cement,finished,2
noria_2015:579,Noria 2015,02000258,2015,Noria,Region 3,0.333333,3,-0.742770,protected well,45,24,0,0,0,dirt,natural,3
noria_2015:580,Noria 2015,02000259,2015,Noria,Region 4,0.500000,4,0.365450,protected well,14,64,0,1,0,cement,finished,3
noria_2015:581,Noria 2015,02000260,2015,Noria,Region 1,1.000000,1,-0.197760,unprotected well,18,44,0,1,1,cement,finished,2
noria_2015:582,Noria 2015,02000261,2015,Noria,Region 2,0.000000,2,0.392120,piped on premises,0,28,0,1,0,cement,finished,2
noria_2015:583,Noria 2015,02000262,2015,Noria,Region 3,0.333333,3,0.352570,public tap,30,,0,1,0,cement,finished,2
noria_2015:584,Noria 2015,02000263,2015,Noria,Region 4,0.250000,4,0.109740,unprotected well,12,73,0,0,1,cement,finished,2
noria_2015:585,Noria 2015,02000264,2015,Noria,Region 1,1.000000,1,-0.881380,protected well,28,37,1,0,0,dirt,natural,3
noria_2015:586,Noria 2015,02000265,2015,Noria,Region 2,0.000000,2,-0.045290,"river, dam, lake, pond, stream, canal or irrigation channel",11,61,0,0,1,cement,finished,1
noria_2015:587,Noria 2015,02000266,2015,Noria,Region 3,0.000000,3,0.220520,protected well,38,19,0,0,0,cement,finished,3
noria_2015:588,Noria 2015,02000267,2015,Noria,Region 4,0.250000,4,0.021240,protected well,48,,0,1,0,cement,finished,2
noria_2015:589,Noria 2015,02000268,2015,Noria,Region 1,1.000000,1,0.707980,unprotected well,,31,0,1,1,cement,finished,4
noria_2015:590,Noria 2015,02000269,2015,Noria,Region 2,1.000000,2,-1.878210,protected well,53,56,0,0,0,dirt,natural,1
noria_2015:591,Noria 2015,02000270,2015,Noria,Region 3,0.000000,3,-0.026130,public tap,11,32,0,1,0,cement,finished,2
noria_2015:592,Noria 2015,02000271,2015,Noria,Region 4,0.250000,4,0.066770,"river, dam, lake, pond, stream, canal or irrigation channel",1,34,0,1,1,cement,finished,4
noria_2015:593,Noria 2015,02000272,2015,Noria,Region 1,0.000000,1,0.552100,protected well,36,32,0,1,0,cement,finished,2
noria_2015:594,Noria 2015,02000273,2015,Noria,Region 2,0.500000,2,-0.196190,piped on premises,0,46,0,1,0,cement,finished,1
noria_2015:595,Noria 2015,02000274,2015,Noria,Region 3,0.333333,3,-1.264210,"river, dam, lake, pond, stream, canal or irrigation channel",32,41,0,0,1,dirt,natural,2
noria_2015:596,Noria 2015,02000275,2015,Noria,Region 4,0.250000,4,-0.344600,public tap,17,55,0,0,0,dirt,finished,2
noria_2015:597,Noria 2015,02000276,2015,Noria,Region 1,0.000000,1,1.188710,protected well,9,55,0,1,0,cement,finished,2
noria_2015:598,Noria 2015,02000277,2015,Noria,Region 2,0.500000,2,-0.374380,public tap,21,40,0,0,0,dirt,finished,1
noria_2015:599,Noria 2015,02000278,2015,Noria,Region 3,0.333333,3,-1.515100,"river, dam, lake, pond, stream, canal or irrigation channel",53,49,0,0,1,dirt,natural,2
noria_2015:600,Noria 2015,02000279,2015,Noria,Region 4,0.500000,4,0.470290,unprotected well,47,32,0,1,1,cement,finished,1
noria_2015:601,Noria 2015,02000280,2015,Noria,Region 1,0.000000,1,0.294710,public tap,34,67,0,1,0,cement,finished,2
noria_2015:602,Noria 2015,02000281,2015,Noria,Region 2,0.500000,2,-0.640110,protected well,41,22,0,0,0,dirt,natural,2
noria_2015:603,Noria 2015,02000282,2015,Noria,Region 3,0.333333,3,-1.536780,"river, dam, lake, pond, stream, canal or irrigation channel",19,65,0,0,1,dirt,natural,3
noria_2015:604,Noria 2015,02000283,2015,Noria,Region 4,0.000000,4,-0.647640,protected well,28,46,0,0,0,dirt,natural,1
noria_2015:605,Noria 2015,02000284,2015,Noria,Region 1,0.000000,1,0.844900,public tap,47,54,0,1,0,cement,finished,2
noria_2015:606,Noria 2015,02000285,2015,Noria,Region 2,1.000000,2,1.317130,piped on premises,0,42,0,1,0,cement,finished,1
noria_2015:607,Noria 2015,02000286,2015,Noria,Region 3,1.000000,3,-1.658600,"river, dam, lake, pond, stream, canal or irrigation channel",28,48,0,0,1,dirt,natural,2
noria_2015:608,Noria 2015,02000287,2015,Noria,Region 4,0.500000,4,1.462990,piped on premises,,72,0,1,0,cement,finished,1
noria_2015:609,Noria 2015,02000288,2015,Noria,Region 1,0.000000,1,0.221030,piped on premises,0,60,1,1,0,cement,finished,4
noria_2015:610,Noria 2015,02000289,2015,Noria,Region 2,1.000000,2,0.574770,piped on premises,0,62,1,1,0,cement,finished,2
noria_2015:611,Noria 2015,02000290,2015,Noria,Region 3,0.000000,3,0.916480,piped on premises,0,32,0,1,0,cement,finished,3
noria_2015:612,Noria 2015,02000291,2015,Noria,Region 4,0.000000,4,0.173910,piped on premises,0,51,0,1,0,cement,finished,1
noria_2015:613,Noria 2015,02000292,2015,Noria,Region 1,0.000000,1,-0.438660,"river, dam, lake, pond, stream, canal or irrigation channel",33,45,0,0,1,dirt,finished,4
noria_2015:614,Noria 2015,02000293,2015,Noria,Region 2,0.500000,2,-0.377270,public tap,30,28,0,1,0,dirt,finished,3
noria_2015:615,Noria 2015,02000294,2015,Noria,Region 3,0.333333,3,0.561690,piped on premises,0,32,0,1,0,cement,finished,1
noria_2015:616,Noria 2015,02000295,2015,Noria,Region 4,0.250000,4,2.228280,piped on premises,0,36,0,1,0,cement,finished,2
noria_2015:617,Noria 2015,02000296,2015,Noria,Region 1,1.000000,1,0.003470,unprotected well,32,34,0,0,1,cement,finished,2
noria_2015:618,Noria 2015,02000297,2015,Noria,Region 2,0.500000,2,-0.016790,piped on premises,0,28,0,1,0,cement,finished,2
noria_2015:619,Noria 2015,02000298,2015,Noria,Region 3,1.000000,3,-0.680550,piped on premises,0,58,0,0,0,dirt,natural,4
noria_2015:620,Noria 2015,02000299,2015,Noria,Region 4,0.500000,4,-0.364020,"river, dam, lake, pond, stream, canal or irrigation channel",26,48,1,0,1,dirt,finished,4
noria_2021:621,Noria 2021,03000000,2021,Noria,Region 1,0.000000,1,0.802000,public tap,,,0,1,0,dirt,finished,
noria_2021:622,Noria 2021,03000001,2021,Noria,Region 2,0.000000,2,2.287290,public tap,15,58,0,1,0,cement,finished,3
noria_2021:623,Noria 2021,03000002,2021,Noria,Region 3,0.333333,3,0.598920,piped on premises,0,66,0,1,0,cement,finished,2
noria_2021:624,Noria 2021,03000003,2021,Noria,Region 4,0.000000,4,1.623760,protected well,33,20,0,1,0,cement,finished,3
noria_2021:625,Noria 2021,03000004,2021,Noria,Region 1,0.000000,1,-0.220870,protected well,27,38,0,1,0,cement,finished,2
noria_2021:626,Noria 2021,03000005,2021,Noria,Region 2,0.500000,2,-0.825230,protected well,32,34,0,0,0,dirt,natural,1
noria_2021:627,Noria 2021,03000006,2021,Noria,Region 3,0.666667,3,-0.561970,protected well,18,29,0,0,0,dirt,natural,1
noria_2021:628,Noria 2021,03000007,2021,Noria,Region 4,0.750000,4,1.853220,public tap,35,43,0,1,0,cement,finished,3
noria_2021:629,Noria 2021,03000008,2021,Noria,Region 1,0.000000,1,1.412000,public tap,19,53,0,1,0,cement,finished,5
noria_2021:630,Noria 2021,03000009,2021,Noria,Region 2,0.000000,2,1.053020,unprotected well,32,29,1,1,1,cement,finished,3
noria_2021:631,Noria 2021,03000010,2021,Noria,Region 3,0.333333,3,0.703100,piped on premises,0,31,0,1,0,cement,finished,2
noria_2021:632,Noria 2021,03000011,2021,Noria,Region 4,1.000000,4,0.746690,protected well,36,39,0,1,0,cement,finished,2
noria_2021:633,Noria 2021,03000012,2021,Noria,Region 1,0.000000,1,0.320040,unprotected well,38,39,0,1,1,cement,finished,4
noria_2021:634,Noria 2021,03000013,2021,Noria,Region 2,0.000000,2,1.653960,piped on premises,0,38,0,1,0,cement,finished,3
noria_2021:635,Noria 2021,03000014,2021,Noria,Region 3,0.333333,3,1.039980,piped on premises,0,36,1,1,0,cement,finished,2
noria_2021:636,Noria 2021,03000015,2021,Noria,Region 4,0.500000,4,-1.063170,protected well,29,63,0,0,0,dirt,natural,2
noria_2021:637,Noria 2021,03000016,2021,Noria,Region 1,0.000000,1,0.397320,protected well,21,40,0,0,0,cement,finished,3
noria_2021:638,Noria 2021,03000017,2021,Noria,Region 2,1.000000,2,-1.563920,protected well,32,86,0,0,0,dirt,natural,1
noria_2021:639,Noria 2021,03000018,2021,Noria,Region 3,0.666667,3,0.315530,piped on premises,0,37,0,1,0,cement,finished,1
noria_2021:640,Noria 2021,03000019,2021,Noria,Region 4,0.000000,4,0.524900,unprotected well,34,62,0,0,1,cement,finished,2
noria_2021:641,Noria 2021,03000020,2021,Noria,Region 1,0.000000,1,0.117180,unprotected well,21,61,1,0,1,cement,finished,1
noria_2021:642,Noria 2021,03000021,2021,Noria,Region 2,1.000000,2,-1.048170,public tap,36,52,0,0,0,dirt,natural,2
noria_2021:643,Noria 2021,03000022,2021,Noria,Region 3,1.000000,3,0.528040,protected well,22,53,1,1,0,cement,finished,2
noria_2021:644,Noria 2021,03000023,2021,Noria,Region 4,0.500000,4,-0.127780,unprotected well,53,33,0,0,1,cement,finished,4
noria_2021:645,Noria 2021,03000024,2021,Noria,Region 1,1.000000,1,-0.445700,unprotected well,25,28,0,0,1,dirt,finished,2
noria_2021:646,Noria 2021,03000025,2021,Noria,Region 2,0.000000,2,1.285500,public tap,48,52,1,1,0,cement,finished,3
noria_2021:647,Noria 2021,03000026,2021,Noria,Region 3,0.000000,3,1.236970,public tap,14,32,0,1,0,cement,finished,2
noria_2021:648,Noria 2021,03000027,2021,Noria,Region 4,0.500000,4,-0.034020,unprotected well,26,60,0,1,1,cement,finished,1
noria_2021:649,Noria 2021,03000028,2021,Noria,Region 1,1.000000,1,0.717000,public tap,30,54,0,0,0,cement,finished,3
noria_2021:650,Noria 2021,03000029,2021,Noria,Region 2,0.000000,2,0.607130,public tap,7,75,1,0,0,cement,finished,5
noria_2021:651,Noria 2021,03000030,2021,Noria,Region 3,0.333333,3,-0.165750,piped on premises,0,41,1,0,0,cement,finished,1
noria_2021:652,Noria 2021,03000031,2021,Noria,Region 4,0.500000,4,0.162120,piped on premises,0,50,0,0,0,cement,finished,3
noria_2021:653,Noria 2021,03000032,2021,Noria,Region 1,0.000000,1,1.072810,protected well,42,40,0,1,0,cement,finished,2
noria_2021:654,Noria 2021,03000033,2021,Noria,Region 2,0.000000,2,-0.595340,piped on premises,0,54,0,0,0,dirt,natural,0
noria_2021:655,Noria 2021,03000034,2021,Noria,Region 3,0.333333,3,-0.692800,piped on premises,0,36,0,0,0,dirt,natural,3
noria_2021:656,Noria 2021,03000035,2021,Noria,Region 4,0.000000,4,1.665870,piped on premises,0,71,0,1,0,cement,finished,1
noria_2021:657,Noria 2021,03000036,2021,Noria,Region 1,0.000000,1,-0.554220,piped on premises,0,52,0,0,0,dirt,natural,3
noria_2021:658,Noria 2021,03000037,2021,Noria,Region 2,0.000000,2,1.106490,protected well,20,26,0,1,0,cement,finished,3
noria_2021:659,Noria 2021,03000038,2021,Noria,Region 3,0.666667,3,-0.583520,public tap,22,20,0,0,0,dirt,natural,3
noria_2021:660,Noria 2021,03000039,2021,Noria,Region 4,0.500000,4,0.855890,unprotected well,33,40,0,1,1,cement,finished,1
noria_2021:661,Noria 2021,03000040,2021,Noria,Region 1,1.000000,1,0.207090,piped on premises,0,43,0,1,0,cement,finished,2
noria_2021:662,Noria 2021,03000041,2021,Noria,Region 2,0.000000,2,0.183580,piped on premises,,78,0,0,0,cement,finished,1
noria_2021:663,Noria 2021,03000042,2021,Noria,Region 3,0.000000,3,0.925730,piped on premises,0,42,0,0,0,cement,finished,3
noria_2021:664,Noria 2021,03000043,2021,Noria,Region 4,0.500000,4,1.094470,protected well,19,45,0,1,0,cement,finished,0
noria_2021:665,Noria 2021,03000044,2021,Noria,Region 1,1.000000,1,-0.079190,public tap,25,49,0,1,0,cement,finished,2
noria_2021:666,Noria 2021,03000045,2021,Noria,Region 2,0.500000,2,0.858210,piped on premises,0,22,0,1,0,cement,finished,4
noria_2021:667,Noria 2021,03000046,2021,Noria,Region 3,0.000000,3,1.056480,piped on premises,0,34,0,1,0,cement,finished,3
noria_2021:668,Noria 2021,03000047,2021,Noria,Region 4,0.250000,4,0.480950,public tap,18,64,1,1,0,cement,finished,3
noria_2021:669,Noria 2021,03000048,2021,Noria,Region 1,0.000000,1,1.331920,piped on premises,0,29,0,1,0,cement,finished,2
noria_2021:670,Noria 2021,03000049,2021,Noria,Region 2,0.000000,2,0.515790,unprotected well,47,60,0,1,1,cement,finished,2
noria_2021:671,Noria 2021,03000050,2021,Noria,Region 3,0.333333,3,1.083750,public tap,14,30,0,1,0,cement,finished,2
noria_2021:672,Noria 2021,03000051,2021,Noria,Region 4,0.500000,4,-0.705040,protected well,30,52,0,1,0,dirt,natural,3
noria_2021:673,Noria 2021,03000052,2021,Noria,Region 1,1.000000,1,-0.644490,protected well,22,52,0,0,0,dirt,natural,3
noria_2021:674,Noria 2021,03000053,2021,Noria,Region 2,0.500000,2,-0.344450,public tap,23,30,0,0,0,dirt,finished,2
noria_2021:675,Noria 2021,03000054,2021,Noria,Region 3,0.333333,3,0.848830,piped on premises,0,24,0,1,0,cement,finished,4
noria_2021:676,Noria 2021,03000055,2021,Noria,Region 4,0.250000,4,0.146360,protected well,9,59,0,0,0,cement,finished,4
noria_2021:677,Noria 2021,03000056,2021,Noria,Region 1,0.000000,1,1.161120,protected well,50,33,0,1,0,cement,finished,1
noria_2021:678,Noria 2021,03000057,2021,Noria,Region 2,0.000000,2,0.838340,public tap,24,23,0,1,0,cement,finished,3
noria_2021:679,Noria 2021,03000058,2021,Noria,Region 3,1.000000,3,-0.382830,protected well,32,52,0,0,0,dirt,finished,2
noria_2021:680,Noria 2021,03000059,2021,Noria,Region 4,0.000000,4,1.835180,public tap,43,42,0,1,0,cement,finished,2
noria_2021:681,Noria 2021,03000060,2021,Noria,Region 1,1.000000,1,-0.587630,protected well,15,48,0,0,0,dirt,natural,1
noria_2021:682,Noria 2021,03000061,2021,Noria,Region 2,1.000000,2,-0.458580,protected well,38,65,0,0,0,dirt,natural,2
noria_2021:683,Noria 2021,03000062,2021,Noria,Region 3,0.000000,3,-1.273710,"river, dam, lake, pond, stream, canal or irrigation channel",39,48,0,1,1,dirt,natural,2
noria_2021:684,Noria 2021,03000063,2021,Noria,Region 4,0.750000,4,-0.459250,"river, dam, lake, pond, stream, canal or irrigation channel",50,37,0,0,1,dirt,natural,1
noria_2021:685,Noria 2021,03000064,2021,Noria,Region 1,0.000000,1,1.861780,piped on premises,0,37,1,1,0,cement,finished,2
noria_2021:686,Noria 2021,03000065,2021,Noria,Region 2,0.000000,2,-0.399330,public tap,21,31,1,0,0,dirt,finished,2
noria_2021:687,Noria 2021,03000066,2021,Noria,Region 3,0.000000,3,1.563080,piped on premises,0,39,0,1,0,cement,finished,2
noria_2021:688,Noria 2021,03000067,2021,Noria,Region 4,0.250000,4,2.502090,piped on premises,0,43,0,1,0,cement,finished,1
noria_2021:689,Noria 2021,03000068,2021,Noria,Region 1,1.000000,1,-0.995330,"river, dam, lake, pond, stream, canal or irrigation channel",48,29,0,0,1,dirt,natural,3
noria_2021:690,Noria 2021,03000069,2021,Noria,Region 2,0.000000,2,0.026460,"river, dam, lake, pond, stream, canal or irrigation channel",37,53,1,0,1,cement,finished,3
noria_2021:691,Noria 2021,03000070,2021,Noria,Region 3,0.000000,3,0.801230,unprotected well,53,47,0,1,1,cement,finished,2
noria_2021:692,Noria 2021,03000071,2021,Noria,Region 4,0.500000,4,0.671170,unprotected well,13,35,0,1,1,cement,finished,4
noria_2021:693,Noria 2021,03000072,2021,Noria,Region 1,0.000000,1,0.644860,protected well,26,41,1,1,0,cement,finished,3
noria_2021:694,Noria 2021,03000073,2021,Noria,Region 2,0.000000,2,-0.082800,piped on premises,0,46,0,0,0,cement,finished,4
noria_2021:695,Noria 2021,03000074,2021,Noria,Region 3,1.000000,3,0.078960,piped on premises,0,32,0,0,0,cement,finished,2
noria_2021:696,Noria 2021,03000075,2021,Noria,Region 4,0.500000,4,-0.533980,piped on premises,0,37,0,0,0,dirt,natural,4
noria_2021:697,Noria 2021,03000076,2021,Noria,Region 1,0.000000,1,0.612650,piped on premises,0,74,0,1,0,cement,finished,2
noria_2021:698,Noria 2021,03000077,2021,Noria,Region 2,1.000000,2,-0.798480,protected well,45,59,0,0,0,dirt,natural,2
noria_2021:699,Noria 2021,03000078,2021,Noria,Region 3,0.000000,3,1.015140,public tap,33,34,0,1,0,cement,finished,2
noria_2021:700,Noria 2021,03000079,2021,Noria,Region 4,0.000000,4,-0.078740,piped on premises,0,39,0,0,0,cement,finished,3
noria_2021:701,Noria 2021,03000080,2021,Noria,Region 1,0.000000,1,0.011920,protected well,32,29,0,1,0,cement,finished,2
noria_2021:702,Noria 2021,03000081,2021,Noria,Region 2,0.500000,2,-0.274470,public tap,50,28,0,0,0,cement,finished,3
noria_2021:703,Noria 2021,03000082,2021,Noria,Region 3,0.666667,3,-0.476680,piped on premises,,33,0,1,0,dirt,natural,3
noria_2021:704,Noria 2021,03000083,2021,Noria,Region 4,0.500000,4,0.986890,piped on premises,0,42,1,1,0,cement,finished,1
noria_2021:705,Noria 2021,03000084,2021,Noria,Region 1,0.000000,1,0.857050,unprotected well,31,44,1,1,1,cement,finished,4
noria_2021:706,Noria 2021,03000085,2021,Noria,Region 2,0.500000,2,0.620460,protected well,37,78,0,1,0,cement,finished,3
noria_2021:707,Noria 2021,03000086,2021,Noria,Region 3,1.000000,3,-1.430030,protected well,39,49,0,0,0,dirt,natural,2
noria_2021:708,Noria 2021,03000087,2021,Noria,Region 4,0.250000,4,-0.251050,protected well,39,31,1,0,0,cement,finished,2
noria_2021:709,Noria 2021,03000088,2021,Noria,Region 1,1.000000,1,-1.166370,"river, dam, lake, pond, stream, canal or irrigation channel",31,55,0,0,1,dirt,natural,2
noria_2021:710,Noria 2021,03000089,2021,Noria,Region 2,0.500000,2,0.824040,piped on premises,0,,0,1,0,cement,finished,2
noria_2021:711,Noria 2021,03000090,2021,Noria,Region 3,0.000000,3,0.643340,public tap,19,41,0,1,0,cement,finished,4
noria_2021:712,Noria 2021,03000091,2021,Noria,Region 4,0.250000,4,-0.148830,piped on premises,0,56,1,0,0,cement,finished,5
noria_2021:713,Noria 2021,03000092,2021,Noria,Region 1,1.000000,1,-0.380600,protected well,47,34,0,0,0,dirt,finished,2
noria_2021:714,Noria 2021,03000093,2021,Noria,Region 2,0.000000,2,0.436130,public tap,36,44,0,1,0,cement,finished,3
noria_2021:715,Noria 2021,03000094,2021,Noria,Region 3,0.666667,3,-3.030630,"river, dam, lake, pond, stream, canal or irrigation channel",74,52,0,0,1,dirt,natural,2
noria_2021:716,Noria 2021,03000095,2021,Noria,Region 4,0.750000,4,-0.578130,"river, dam, lake, pond, stream, canal or irrigation channel",9,53,0,1,1,dirt,natural,1
noria_2021:717,Noria 2021,03000096,2021,Noria,Region 1,0.000000,1,0.479510,piped on premises,0,53,0,1,0,cement,finished,2
noria_2021:718,Noria 2021,03000097,2021,Noria,Region 2,0.500000,2,1.159590,piped on premises,0,25,0,1,0,cement,finished,2
noria_2021:719,Noria 2021,03000098,2021,Noria,Region 3,0.333333,3,0.072260,"river, dam, lake, pond, stream, canal or irrigation channel",7,70,0,1,1,cement,finished,1
noria_2021:720,Noria 2021,03000099,2021,Noria,Region 4,1.000000,4,-0.540080,unprotected well,28,44,0,0,1,dirt,natural,2
noria_2021:721,Noria 2021,03000100,2021,Noria,Region 1,0.000000,1,2.175720,piped on premises,0,84,0,1,0,cement,finished,3
noria_2021:722,Noria 2021,03000101,2021,Noria,Region 2,0.000000,2,0.011730,piped on premises,0,44,0,0,0,cement,finished,1
noria_2021:723,Noria 2021,03000102,2021,Noria,Region 3,0.666667,3,0.691640,public tap,58,21,1,1,0,cement,finished,1
noria_2021:724,Noria 2021,03000103,2021,Noria,Region 4,0.250000,4,0.744400,piped on premises,0,54,1,1,0,cement,finished,2
noria_2021:725,Noria 2021,03000104,2021,Noria,Region 1,0.000000,1,-0.908250,protected well,53,62,0,0,0,dirt,natural,5
noria_2021:726,Noria 2021,03000105,2021,Noria,Region 2,0.000000,2,0.497390,piped on premises,0,54,0,1,0,cement,finished,3
noria_2021:727,Noria 2021,03000106,2021,Noria,Region 3,0.666667,3,-1.291280,"river, dam, lake, pond, stream, canal or irrigation channel",28,33,1,0,1,dirt,natural,3
noria_2021:728,Noria 2021,03000107,2021,Noria,Region 4,0.750000,4,0.505160,piped on premises,0,26,0,1,0,cement,finished,1
noria_2021:729,Noria 2021,03000108,2021,Noria,Region 1,1.000000,1,0.217360,public tap,45,43,0,0,0,cement,finished,3
noria_2021:730,Noria 2021,03000109,2021,Noria,Region 2,0.500000,2,1.205580,public tap,6,53,0,1,0,cement,finished,2
noria_2021:731,Noria 2021,03000110,2021,Noria,Region 3,0.333333,3,0.503190,public tap,49,40,0,1,0,cement,finished,2
noria_2021:732,Noria 2021,03000111,2021,Noria,Region 4,0.250000,4,0.396970,piped on premises,0,41,0,1,0,cement,finished,0
noria_2021:733,Noria 2021,03000112,2021,Noria,Region 1,0.000000,1,-0.408970,protected well,23,36,0,0,0,dirt,finished,2
noria_2021:734,Noria 2021,03000113,2021,Noria,Region 2,0.000000,2,0.420460,protected well,51,34,0,1,0,dirt,finished,3
noria_2021:735,Noria 2021,03000114,2021,Noria,Region 3,0.666667,3,0.455080,"river, dam, lake, pond, stream, canal or irrigation channel",11,55,0,0,1,cement,finished,3
noria_2021:736,Noria 2021,03000115,2021,Noria,Region 4,0.000000,4,0.897890,unprotected well,41,28,0,1,1,cement,finished,4
noria_2021:737,Noria 2021,03000116,2021,Noria,Region 1,0.000000,1,-1.043520,public tap,59,41,0,0,0,dirt,natural,1
noria_2021:738,Noria 2021,03000117,2021,Noria,Region 2,1.000000,2,-1.142140,"river, dam, lake, pond, stream, canal or irrigation channel",35,60,0,0,1,dirt,natural,3
noria_2021:739,Noria 2021,03000118,2021,Noria,Region 3,0.333333,3,-0.464340,public tap,36,55,0,0,0,dirt,natural,0
noria_2021:740,Noria 2021,03000119,2021,Noria,Region 4,0.250000,4,-0.182490,"river, dam, lake, pond, stream, canal or irrigation channel",18,47,0,0,1,cement,finished,3
noria_2021:741,Noria 2021,03000120,2021,Noria,Region 1,1.000000,1,0.429340,public tap,26,18,0,1,0,cement,finished,2
noria_2021:742,Noria 2021,03000121,2021,Noria,Region 2,1.000000,2,-0.265490,protected well,35,70,1,1,0,cement,finished,0
noria_2021:743,Noria 2021,03000122,2021,Noria,Region 3,0.333333,3,0.003080,piped on premises,0,64,0,1,0,cement,finished,3
noria_2021:744,Noria 2021,03000123,2021,Noria,Region 4,0.250000,4,0.415930,protected well,,44,0,1,0,cement,finished,2
noria_2021:745,Noria 2021,03000124,2021,Noria,Region 1,0.000000,1,1.374960,public tap,26,54,0,1,0,cement,finished,2
noria_2021:746,Noria 2021,03000125,2021,Noria,Region 2,1.000000,2,-0.701220,public tap,44,54,0,0,0,dirt,natural,1
noria_2021:747,Noria 2021,03000126,2021,Noria,Region 3,0.333333,3,-0.088890,public tap,24,52,0,1,0,cement,finished,2
noria_2021:748,Noria 2021,03000127,2021,Noria,Region 4,0.000000,4,1.801740,unprotected well,4,25,0,1,1,cement,finished,5
noria_2021:749,Noria 2021,03000128,2021,Noria,Region 1,0.000000,1,1.055510,unprotected well,47,46,0,1,1,cement,finished,4
noria_2021:750,Noria 2021,03000129,2021,Noria,Region 2,0.500000,2,-0.290190,piped on premises,0,68,0,1,0,cement,finished,3
noria_2021:751,Noria 2021,03000130,2021,Noria,Region 3,0.000000,3,1.051040,protected well,11,56,1,1,0,cement,finished,2
noria_2021:752,Noria 2021,03000131,2021,Noria,Region 4,0.250000,4,0.026110,unprotected well,52,,0,1,1,cement,finished,1
noria_2021:753,Noria 2021,03000132,2021,Noria,Region 1,0.000000,1,1.247980,piped on premises,0,53,0,1,0,cement,finished,3
noria_2021:754,Noria 2021,03000133,2021,Noria,Region 2,0.000000,2,0.566430,protected well,50,45,1,1,0,cement,finished,3
noria_2021:755,Noria 2021,03000134,2021,Noria,Region 3,1.000000,3,-0.279440,unprotected well,,45,0,0,1,cement,finished,1
noria_2021:756,Noria 2021,03000135,2021,Noria,Region 4,0.000000,4,1.181710,piped on premises,0,71,0,1,0,cement,finished,4
noria_2021:757,Noria 2021,03000136,2021,Noria,Region 1,1.000000,1,-0.213390,protected well,63,47,0,0,0,cement,finished,3
noria_2021:758,Noria 2021,03000137,2021,Noria,Region 2,0.500000,2,-0.716710,public tap,42,65,0,0,0,dirt,natural,3
noria_2021:759,Noria 2021,03000138,2021,Noria,Region 3,0.666667,3,0.042820,unprotected well,31,26,0,0,1,cement,finished,3
noria_2021:760,Noria 2021,03000139,2021,Noria,Region 4,0.750000,4,0.616400,public tap,28,55,0,1,0,cement,finished,2
noria_2021:761,Noria 2021,03000140,2021,Noria,Region 1,0.000000,1,0.960460,piped on premises,0,33,0,1,0,cement,finished,2
noria_2021:762,Noria 2021,03000141,2021,Noria,Region 2,0.500000,2,-0.099790,public tap,41,52,0,0,0,cement,finished,2
noria_2021:763,Noria 2021,03000142,2021,Noria,Region 3,0.333333,3,0.604670,public tap,33,43,0,1,0,cement,finished,1
noria_2021:764,Noria 2021,03000143,2021,Noria,Region 4,0.000000,4,-0.848470,"river, dam, lake, pond, stream, canal or irrigation channel",38,32,0,0,1,dirt,natural,2
noria_2021:765,Noria 2021,03000144,2021,Noria,Region 1,0.000000,1,0.404580,protected well,25,43,0,1,0,cement,finished,4
noria_2021:766,Noria 2021,03000145,2021,Noria,Region 2,0.000000,2,0.600380,protected well,22,54,0,1,0,cement,finished,3
noria_2021:767,Noria 2021,03000146,2021,Noria,Region 3,0.000000,3,-0.011840,"river, dam, lake, pond, stream, canal or irrigation channel",17,40,0,0,1,cement,finished,2
noria_2021:768,Noria 2021,03000147,2021,Noria,Region 4,0.750000,4,-0.246650,public tap,1,68,1,0,0,cement,finished,1
noria_2021:769,Noria 2021,03000148,2021,Noria,Region 1,1.000000,1,-1.834550,"river, dam, lake, pond, stream, canal or irrigation channel",51,64,1,0,1,dirt,natural,2
noria_2021:770,Noria 2021,03000149,2021,Noria,Region 2,0.500000,2,0.407450,protected well,44,44,0,1,0,cement,finished,2
noria_2021:771,Noria 2021,03000150,2021,Noria,Region 3,0.000000,3,-1.253180,"river, dam, lake, pond, stream, canal or irrigation channel",43,53,0,0,1,dirt,natural,1
noria_2021:772,Noria 2021,03000151,2021,Noria,Region 4,0.250000,4,1.335470,public tap,29,24,0,1,0,cement,finished,0
